Handling,CIVMID,ctb_ID,BadeaID,OldBadeaID,Specimens ID,Genotype,Sex,Lifestyle,Diet,Weight,DOB,Perfusion,Age_Months,Age_Imaging,Age_Years,Age_Handling,AgeExVivoMRI,Bruker_folder,ARunno,Second_Bruker_folder,Second_ARunno,SAMBA Brunno,DWI,GRE,T1,T2,Notes,Remark,Mn2Cl pump,fMRI,invivoDWI,Cardiac_ID,MicroCT_ID,Femur_Scan,Cohort_ID,NameGroup,Source,Cage#,GLP_1Start,GLP_1End,Age_End,Age_Months_current,Years,Days,Age_Months_Start,Ear_Marks,Group,Unnamed: 18,Unnamed: 19
230605_4,230605_4,,230605_4,230605_4,230605-4,APOE44HN,female,Sedentary,HFD,47.0,12/28/2021,7/26/2023,19.16666667,19.0,1.597222222,17.46666667,,230605_4,A23060504,,,,,,,,,,1.0,,,220905_21,,,June2023cohort,,,,,,,,,,,,,,
230605_5,230605_5,,230605_5,230605_5,230605-5,APOE44HN,female,Sedentary,HFD,45.0,12/28/2021,7/26/2023,19.16666667,19.0,1.597222222,17.46666667,,230605_5,A23060505,,,,,,,,,,1.0,,,220905_22,,,June2023cohort,,,,,,,,,,,,,,
230605_6,230605_6,,230605_6,230605_6,230605-6,APOE44HN,male,Sedentary,HFD,47.0,12/28/2021,8/2/2023,19.4,19.0,1.616666667,17.46666667,,230605_6,A23060506,,,,,,,,,,1.0,,,220905_23,,,June2023cohort,,,,,,,,,,,,,,
230605_7,230605_7,,230605_7,230605_7,230605-7,APOE44HN,male,Sedentary,HFD,39.0,12/28/2021,8/2/2023,19.4,19.0,1.616666667,17.46666667,,230605_7,A23060507,,,,,,,,,,1.0,,,220905_24,,,June2023cohort,,,,,,,,,,,,,,
230605_8,230605_8,,230605_8,230605_8,230605-8,APOE33,male,Sedentary,HFD,40.0,5/20/2022,8/2/2023,19.43333333,15.0,1.219444444,12.7,,230605_8,A23060508,,,,,,,,,,1.0,,,220905_25,,,June2023cohort,,,,,,,,,,,,,,
230605_9,230605_9,,230605_9,230605_9,230605-9,APOE33,male,Sedentary,HFD,,5/20/2022,,19.43333333,,,12.7,,Died,A23060509,,,,,,,,,Died during Behavioral experiment,1.0,,,,,,June2023cohort,,,,,,,,,,,,,,
230918_1,230918_1,,230918_1,230918_1,,APOE44HN,male ,Sedentary,Control,29.0,12/28/2022,11/7/2023,10.46666667,10.0,0.8722222222,8.8,,230918_1_C,A23091801,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,1,In House,,,,,,,,,,,,
230918_10,230918_10,,230918_10,230918_10,,APOE33HN,female,Sedentary,Control,26.0,1/20/2023,11/7/2023,9.7,10.0,0.8083333333,8.03,,230918_10,A23091810,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,10,In House,,,,,,,,,,,,
230918_11,230918_11,,230918_11,230918_11,,APOE33HN,male ,Sedentary,Control,31.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_11,A23091811,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,11,In House,,,,,,,,,,,,
230918_12,230918_12,,230918_12,230918_12,,APOE33HN,male ,Sedentary,Control,31.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_12,A23091812,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,12,In House,,,,,,,,,,,,
230918_13,230918_13,,230918_13,230918_13,,APOE33HN,male ,Sedentary,Control,31.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_13,A23091813,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,13,In House,,,,,,,,,,,,
230918_14,230918_14,,230918_14,230918_14,,APOE22HN,female,Sedentary,Control,26.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_14,A23091814,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,14,In House,,,,,,,,,,,,
230918_15,230918_15,,230918_15,230918_15,,APOE22HN,female,Sedentary,Control,27.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_15,A23091815,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,15,In House,,,,,,,,,,,,
230918_16,230918_16,,230918_16,230918_16,,APOE22HN,female,Sedentary,Control,28.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_16,A23091816,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,16,In House,,,,,,,,,,,,
230918_17,230918_17,,230918_17,230918_17,,APOE22HN,female,Sedentary,Control,29.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_17,A23091817,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,17,In House,,,,,,,,,,,,
230918_18,230918_18,,230918_18,230918_18,,APOE22HN,female,Sedentary,Control,29.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_18,A23091818,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,18,In House,,,,,,,,,,,,
230918_19,230918_19,,230918_19,230918_19,,APOE22HN,male ,Sedentary,Control,33.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_19,A23091819,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,19,In House,,,,,,,,,,,,
230918_2,230918_2,,230918_2,230918_2,,APOE44HN,male ,Sedentary,Control,29.0,12/28/2022,11/7/2023,10.46666667,10.0,0.8722222222,8.8,,230918_2,A23091802,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,2,In House,,,,,,,,,,,,
230918_20,230918_20,,230918_20,230918_20,,APOE22HN,male ,Sedentary,Control,30.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_20_apoe_b,A23091820,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,20,In House,,,,,,,,,,,,
230918_21,230918_21,,230918_21,230918_21,,APOE22HN,male ,Sedentary,Control,33.0,1/20/2023,11/8/2023,9.733333333,10.0,0.8111111111,8.03,,230918_21,A23091821,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,21,In House,,,,,,,,,,,,
230918_22,230918_22,,230918_22,230918_22,,APOE22HN,male ,Sedentary,Control,37.0,3/16/2023,11/9/2023,7.933333333,8.0,0.6611111111,6.2,,230918_22,A23091822,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,22,In House,,,,,,,,,,,,
230918_23,230918_23,,230918_23,230918_23,,APOE22HN,male ,Sedentary,Control,31.0,3/16/2023,11/9/2023,7.933333333,8.0,0.6611111111,6.2,,230918_23,A23091823,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,23,In House,,,,,,,,,,,,
230918_24,230918_24,,230918_24,230918_24,,APOE22HN,male ,Sedentary,Control,34.0,3/16/2023,11/9/2023,7.933333333,8.0,0.6611111111,6.2,,230918_24,A23091824,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,24,In House,,,,,,,,,,,,
230918_3,230918_3,,230918_3,230918_3,,APOE33,female,Sedentary,Control,32.0,1/17/2023,11/7/2023,9.8,10.0,0.8166666667,8.13,,230918_3,A23091803,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,3,In House,,,,,,,,,,,,
230918_4,230918_4,,230918_4,230918_4,,APOE33,female,Sedentary,Control,33.0,1/17/2023,11/7/2023,9.8,10.0,0.8166666667,8.13,,230918_4,A23091804,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,4,In House,,,,,,,,,,,,
230918_5,230918_5,,230918_5,230918_5,,APOE33,male ,Sedentary,Control,33.0,1/17/2023,11/7/2023,9.8,10.0,0.8166666667,8.13,,230918_5,A23091805,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,5,In House,,,,,,,,,,,,
230918_6,230918_6,,230918_6,230918_6,,APOE33,male ,Sedentary,Control,35.0,1/17/2023,11/7/2023,9.8,10.0,0.8166666667,8.13,,230918_6,A23091806,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,6,In House,,,,,,,,,,,,
230918_7,230918_7,,230918_7,230918_7,,APOE33,male ,Sedentary,Control,3.0,1/17/2023,11/7/2023,9.8,10.0,0.8166666667,8.13,,230918_7,A23091807,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,7,In House,,,,,,,,,,,,
230918_8,230918_8,,230918_8,230918_8,,APOE33,male ,Sedentary,Control,34.0,1/17/2023,11/7/2023,9.8,10.0,0.8166666667,8.13,,230918_8,A23091808,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,8,In House,,,,,,,,,,,,
230918_9,230918_9,,230918_9,230918_9,,APOE33HN,female,Sedentary,Control,26.0,1/20/2023,11/7/2023,9.7,10.0,0.8083333333,8.03,,230918_9,A23091809,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_1,9,In House,,,,,,,,,,,,
230925_1,230925_1,,230925_1,230925_1,,APOE22,female,Sedentary,Control,29.0,1/20/2023,11/9/2023,9.766666667,10.0,0.8138888889,8.266666667,,230925_1,A23092501,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,1,In House,,,,,,,,,,,,
230925_10,230925_10,,230925_10,230925_10,,APOE22,male,Sedentary,Control,33.0,2/7/2023,11/13/2023,9.3,9.0,0.775,7.666666667,,230925_10,A23092510,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,10,In House,,,,,,,,,,,,
230925_11,230925_11,,230925_11,230925_11,,APOE22,male,Sedentary,Control,27.0,2/7/2023,11/13/2023,9.3,9.0,0.775,7.666666667,,230925_11,A23092511,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,11,In House,,,,,,,,,,,,
230925_12,230925_12,,230925_12,230925_12,,APOE22,male,Sedentary,Control,33.0,2/7/2023,11/13/2023,9.3,9.0,0.775,7.666666667,,230925_12_C,A23092512,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,12,In House,,,,,,,,,,,,
230925_13,230925_13,,230925_13,230925_13,,APOE22,male,Sedentary,Control,33.0,2/7/2023,11/13/2023,9.3,9.0,0.775,7.666666667,,230925_13,A23092513,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,13,In House,,,,,,,,,,,,
230925_14,230925_14,,230925_14,230925_14,,APOE22,male,Sedentary,Control,30.0,2/7/2023,11/13/2023,9.3,9.0,0.775,7.666666667,,230925_14,A23092514,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,14,In House,,,,,,,,,,,,
230925_15,230925_15,,230925_15,230925_15,,APOE33HN,female,Sedentary,Control,28.0,2/20/2023,11/14/2023,8.9,9.0,0.7416666667,7.233333333,,230925_15,A23092515,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,15,In House,,,,,,,,,,,,
230925_16,230925_16,,230925_16,230925_16,,APOE33HN,female,Sedentary,Control,25.0,2/20/2023,11/14/2023,8.9,9.0,0.7416666667,7.233333333,,230925_16,A23092516,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,16,In House,,,,,,,,,,,,
230925_17,230925_17,,230925_17,230925_17,,APOE33HN,female,Sedentary,Control,28.0,2/20/2023,11/14/2023,8.9,9.0,0.7416666667,7.233333333,,230925_17,A23092517,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,17,In House,,,,,,,,,,,,
230925_18,230925_18,,230925_18,230925_18,,APOE33HN,female,Sedentary,Control,25.0,2/20/2023,11/14/2023,8.9,9.0,0.7416666667,7.233333333,,230925_18,A23092518,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,18,In House,,,,,,,,,,,,
230925_19,230925_19,,230925_19,230925_19,,APOE33HN,male,Sedentary,Control,32.0,2/20/2023,11/14/2023,8.9,9.0,0.7416666667,7.233333333,,230925_19,A23092519,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,19,In House,,,,,,,,,,,,
230925_2,230925_2,,230925_2,230925_2,,APOE22,female,Sedentary,Control,26.0,1/20/2023,11/9/2023,9.766666667,10.0,0.8138888889,8.266666667,,230925_2,A23092502,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,2,In House,,,,,,,,,,,,
230925_20,230925_20,,230925_20,230925_20,,APOE33HN,male,Sedentary,Control,33.0,2/20/2023,11/14/2023,8.9,9.0,0.7416666667,7.233333333,,230925_20,A23092520,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,20,In House,,,,,,,,,,,,
230925_3,230925_3,,230925_3,230925_3,,APOE22,female,Sedentary,Control,27.0,2/7/2023,11/9/2023,9.166666667,9.0,0.7638888889,7.666666667,,230925_3,A23092503,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,3,In House,,,,,,,,,,,,
230925_4,230925_4,,230925_4,230925_4,,APOE22,female,Sedentary,Control,27.0,2/7/2023,11/9/2023,9.166666667,9.0,0.7638888889,7.666666667,,230925_4,A23092504,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,4,In House,,,,,,,,,,,,
230925_5,230925_5,,230925_5,230925_5,,APOE22,female,Sedentary,Control,27.0,2/7/2023,11/9/2023,9.166666667,9.0,0.7638888889,7.666666667,,230925_5,A23092505,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,5,In House,,,,,,,,,,,,
230925_6,230925_6,,230925_6,230925_6,,APOE44HN,female,Sedentary,Control,24.0,1/23/2023,11/13/2023,9.8,10.0,0.8166666667,8.166666667,,230925_6,A23092506,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,6,In House,,,,,,,,,,,,
230925_7,230925_7,,230925_7,230925_7,,APOE44HN,female,Sedentary,Control,28.0,1/23/2023,11/13/2023,9.8,10.0,0.8166666667,8.166666667,,230925_7,A23092507,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,7,In House,,,,,,,,,,,,
230925_8,230925_8,,230925_8,230925_8,,APOE44HN,female,Sedentary,Control,34.0,1/23/2023,11/13/2023,9.8,10.0,0.8166666667,8.166666667,,230925_8,A23092508,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,8,In House,,,,,,,,,,,,
230925_9,230925_9,,230925_9,230925_9,,APOE22,male,Sedentary,Control,34.0,1/20/2023,11/13/2023,9.9,10.0,0.825,8.266666667,,230925_9,A23092509,,,,,,,,,6month Control,0.0,,,,,,6month_MWM_2,9,In House,,,,,,,,,,,,
231204_1,231204_1,,231204_1,231204_1,,APOE44HN,female,Sedentary,Control ,23.0,5/1/2023,12/21/2023,7.8,8.0,0.65,7.233333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,1,,,,,,,,,,,,,
231204_2,231204_2,,231204_2,231204_2,,APOE44HN,female,Sedentary,Control ,26.0,5/1/2023,12/21/2023,7.8,8.0,0.65,7.233333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,2,,,,,,,,,,,,,
231204_3,231204_3,,231204_3,231204_3,,APOE44HN,female,Sedentary,Control ,21.0,5/1/2023,12/21/2023,7.8,8.0,0.65,7.233333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,3,,,,,,,,,,,,,
231204_4,231204_4,,231204_4,231204_4,,APOE33,male,Sedentary,Control ,31.0,6/3/2023,12/21/2023,6.7,7.0,0.5583333333,6.133333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,4,,,,,,,,,,,,,
231204_5,231204_5,,231204_5,231204_5,,APOE33,female,Sedentary,Control ,27.0,4/28/2023,12/21/2023,7.9,8.0,0.6583333333,7.333333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,5,,,,,,,,,,,,,
231204_6,231204_6,,231204_6,231204_6,,APOE33,female,Sedentary,Control ,27.0,4/28/2023,12/21/2023,7.9,8.0,0.6583333333,7.333333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,6,,,,,,,,,,,,,
231204_7,231204_7,,231204_7,231204_7,,APOE33,female,Sedentary,Control ,28.0,4/28/2023,12/21/2023,7.9,8.0,0.6583333333,7.333333333,,,,,,,,,,,,6 month control cohort,0.0,,,,,,6month_MWM_3,7,,,,,,,,,,,,,
240415_1,240415_1,,240415_1,240415_1,,APOE33,male,Sedentary,Control,36.0,4/28/2023,5/28/2024,13.2,13.0,1.1,,,240415_1,A24041501,,,,,,,,,,0.0,,,240415-1,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_2,240415_2,,240415_2,240415_2,,APOE33,male,Sedentary,Control,34.0,1/17/2023,5/28/2024,16.56666667,17.0,1.380555556,,,240415_2_b,A24041502,,,,,,,,,,0.0,,,240415-2,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_3,240415_3,,240415_3,240415_3,,APOE44,female,Sedentary,Control,29.0,11/23/2022,5/28/2024,18.4,18.0,1.533333333,,,240415_3,A24041503,,,,,,,,,,0.0,,,240415-3,,,Control_Exercise study,,,,,,,,,,,,,,
240415_4,240415_4,,240415_4,240415_4,,APOE44,female,Sedentary,Control,28.0,11/23/2022,5/28/2024,18.4,18.0,1.533333333,,,240415_4,A24041504,,,,,,,,,,0.0,,,240415-4,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_5,240415_5,,240415_5,240415_5,,APOE33HN,female,Sedentary,Control,30.0,4/10/2023,5/29/2024,13.83333333,14.0,1.152777778,,,240415_5,A24041505,,,,,,,,,,0.0,,,240415-5,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_6,240415_6,,240415_6,240415_6,,APOE33HN,female,Sedentary,Control,31.0,4/10/2023,5/29/2024,13.83333333,14.0,1.152777778,,,240415_6,A24041506,,,,,,,,,,0.0,,,240415-6,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_7,240415_7,,240415_7,240415_7,,APOE33HN,male,Sedentary,Control,35.0,4/10/2023,5/28/2024,13.8,14.0,1.15,,,240415_7,A24041507,,,,,,,,,,0.0,,,240415-7,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_8,240415_8,,240415_8,240415_8,,APOE33HN,male,Sedentary,Control,31.0,4/10/2023,5/28/2024,13.8,14.0,1.15,,,240415_8,A24041508,,,,,,,,,,0.0,,,240415-8,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240415_9,240415_9,,240415_9,240415_9,,APOE44HN,female,Sedentary,Control,33.0,12/5/2022,5/29/2024,18.03333333,18.0,1.502777778,,,240415_9,A24041509,,,,,,,,,,0.0,,,240415-9,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_1,240429_1,,240429_1,240429_1,,APOE33,female,Sedentary,Control,32.0,12/9/2022,5/28/2024,17.86666667,18.0,1.488888889,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_2,240429_2,,240429_2,240429_2,,APOE33HN,male,Sedentary,Control,32.0,4/10/2023,5/28/2024,13.8,14.0,1.15,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_3,240429_3,,240429_3,240429_3,,APOE44HN,female,Sedentary,Control,30.0,9/3/2022,5/29/2024,21.13333333,21.0,1.761111111,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_4,240429_4,,240429_4,240429_4,,APOE44HN,female,Sedentary,Control,34.0,9/3/2022,5/29/2024,21.13333333,21.0,1.761111111,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_5,240429_5,,240429_5,240429_5,,APOE44HN,female,Sedentary,Control,32.0,10/10/2022,5/29/2024,19.9,20.0,1.658333333,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_6,240429_6,,240429_6,240429_6,, APOE33HN,female,Sedentary,Control,26.0,5/1/2023,5/30/2024,13.16666667,13.0,1.097222222,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_7,240429_7,,240429_7,240429_7,,APOE33HN,female,Sedentary,Control,29.0,5/1/2023,5/30/2024,13.16666667,13.0,1.097222222,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
240429_8,240429_8,,240429_8,240429_8,,APOE33HN,female,Sedentary,Control,33.0,5/1/2023,5/30/2024,13.16666667,13.0,1.097222222,,,,,,,,,,,,,,0.0,,,,,Femur,Control_Exercise study,,,,,,,,,,,,,,
220929_1,220929_1,,220929_1,220929_1,,APOE33,female,Sedentary,HFD,52.0,8/28/2021,9/29/2022,13.03333333,13.0,1.086111111,,,220929_1,A22092901,,,,,,,,,,1.0,,,,,,RNA and in vivo imaging only,,In House,,,,,,,,,,,,
220929_2,220929_2,,220929_2,220929_2,,APOE33,female,Sedentary,HFD,43.0,8/29/2021,9/30/2022,13.03333333,13.0,1.086111111,,,220929_2,A22092902,,,,,,,,,,1.0,,,,,,RNA and in vivo imaging only,,In House,,,,,,,,,,,,
220929_3,220929_3,,220929_3,220929_3,,APOE33,female,Sedentary,HFD,37.0,8/30/2021,10/1/2022,13.03333333,13.0,1.086111111,,,220929_3,A22092903,,,,,,,,,,1.0,,,,,,RNA and in vivo imaging only,,In House,,,,,,,,,,,,
220929_4,220929_4,,220929_4,220929_4,,APOE33,female,Sedentary,HFD,43.0,8/31/2021,10/2/2022,13.06666667,13.0,1.088888889,,,220929_4,A22092904,,,,,,,,,,1.0,,,,,,RNA and in vivo imaging only,,In House,,,,,,,,,,,,
220929_5,220929_5,,220929_5,220929_5,,APOE33,female,Sedentary,HFD,58.0,9/1/2021,10/3/2022,13.06666667,13.0,1.088888889,,,220929_5,A22092905,,,,,,,,,,1.0,,,,,,RNA and in vivo imaging only,,In House,,,,,,,,,,,,
220727_1,220727_1,,220727_1,220727_1,,KO,female,Sedentary,Control ,25.0,6/26/2021,,,,,,,,,,,,,,,,,Died 09/22/23,0.0,,,220727_1,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220727_2,220727_2,,220727_2,220727_2,,KO,female,Sedentary,Control ,27.0,6/26/2021,,,,,,,,,,,,,,,,,Died 09/22/23,0.0,,,220727_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220727_3,220727_3,,220727_3,220727_3,,KO,female,Sedentary,Control ,28.0,6/26/2021,,,,,,,,,,,,,,,,,Died 08/04/23,0.0,,,220727_3,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220727_4,220727_4,,220727_4,220727_4,,KO,female,Sedentary,Control ,22.0,6/26/2021,,,,,,,,,,,,,,,,,Died 12/28/22,0.0,,,220727_4,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220801_1,220801_1,,220801_1,220801_1,,KO,male,Sedentary,Control ,31.0,8/27/2021,,,,,,,,,,,,,,,,,Died,0.0,,,220801_1,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220801_2,220801_2,,220801_2,220801_2,,APOE44HN,female,Sedentary,Control ,25.0,7/12/2021,,,,,,,,,,,,,,,,,Died,0.0,,,220801_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220805_1,220805_1,,220805_1,220805_1,,APOE22HN,female,Sedentary,Control ,22.0,8/15/2021,,,,,,,,,,,,,,,,,euthanized 8/22/23-genital deformity,0.0,,,220805_1,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220805_2,220805_2,,220805_2,220805_2,,APOE22HN,female,Sedentary,Control ,35.0,8/15/2021,,,,,,,,,,,,,,,,,euthanized 4/25/23-tumor,0.0,,,220805_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
240514_1,240514_1,,240514_1,240514_1,,APOE22HN,male,Sedentary,Control ,30.0,8/15/2021,5/14/2024,33.43333333,33.0,2.786111111,,,,,,,,,,,,,Microfil cerebrovascular test,0.0,,,220805_4,,,Cardiac_Scan_only,,,,,,,,,,,,,,
220805_6,220805_6,,220805_6,220805_6,,APOE22HN,male,Sedentary,Control ,29.0,4/5/2021,,,,,,,,,,,,,,,,,I do not see any info in inventory,0.0,,,220805_6,,,Cardiac_Scan_only,,,,,,,,,,,,,,
221108_2,221108_2,,221108_2,221108_2,,APOE22,male,Sedentary,Control ,33.0,10/1/2021,,,,,,,,,,,,,,,,,18mth HFD April23/euthanized due to skin infection,0.0,,,221108_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
221111_1,221111_1,,221111_1,221111_1,,APOE33,female,Sedentary,Control ,30.0,12/17/2021,,,,,,,,,,,,,,,,,RNA & Proteomic study still in inventory,0.0,,,221111_1,,,Cardiac_Scan_only,,,,,,,,,,,,,,
221111_2,221111_2,,221111_2,221111_2,,APOE33,female,Sedentary,Control ,30.0,12/17/2021,,,,,,,,,,,,,,,,,RNA & Proteomic study still in inventory,0.0,,,221111_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
240403_1,240403_1,,240403_1,240403_1,,APOE33,female,Sedentary,Control ,27.0,12/17/2021,4/4/2024,27.96666667,27.0,2.330555556,,,,,,,,,,,,,RNA & Proteomic study still in inventory,0.0,,,221111_3,,Femur,Cardiac_Scan_only/Microfil,,,,,,,,,,,,,,
221111_4,221111_4,,221111_4,221111_4,,APOE33,female,Sedentary,Control ,29.0,12/17/2021,,,,,,,,,,,,,,,,,RNA & Proteomic study still in inventory,0.0,,,221111_4,,,Cardiac_Scan_only,,,,,,,,,,,,,,
221111_5,221111_5,,221111_5,221111_5,,APOE33,female,Sedentary,Control ,31.0,12/17/2021,,,,,,,,,,,,,,,,,RNA & Proteomic study still in inventory,0.0,,,221111_5,,,Cardiac_Scan_only,,,,,,,,,,,,,,
221130_10,221130_10,,221130_10,221130_10,,APOE33,male,Sedentary,Control ,41.0,11/15/2021,,,,,,,,,,,,,,,,,euthanized due to skin infection,0.0,,,221130_10,,,Cardiac_Scan_only,,,,,,,,,,,,,,
230307_1,230307_1,,230307_1,230307_1,,APOE33HN,female,Sedentary,Control ,30.0,12/12/2021,3/7/2023,15.0,15.0,1.25,,,,,,,,,,,,,MicroCT brain staining 03/07/2023,0.0,,,221130_2,,,Cardiac_Scan_only/MicroCT,,,,,,,,,,,,,,
230307_2,230307_2,,230307_2,230307_2,,APOE33HN,female,Sedentary,Control ,29.0,12/12/2021,3/7/2023,15.0,15.0,1.25,,,,,,,,,,,,,MicroCT brain staining 03/07/2023,0.0,,,221130_3,,,Cardiac_Scan_only/MicroCT,,,,,,,,,,,,,,
230307_3,230307_3,,230307_3,230307_3,,APOE33HN,female,Sedentary,Control ,27.0,12/12/2021,3/7/2023,15.0,15.0,1.25,,,,,,,,,,,,,MicroCT brain staining 03/07/2023,0.0,,,221130_4,,,Cardiac_Scan_only/MicroCT,,,,,,,,,,,,,,
210112_3,210112_3,,210112_3,210112_3,,APOE44HN,female,Sedentary,HFD,40.0,4/29/2020,,,,,,,,,,,,,,,,,Died,0.0,,,210112_3,,,Cardiac_Scan_only,,,,,,,,,,,,,,
210622_1,210622_1,,210622_1,210622_1,,KO,male,Sedentary,HFD,41.0,11/22/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210622_1,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
210622_1,210622_1,,210622_1,210622_1,,KO,male ,Sedentary,HFD,40.9,11/22/2020,,,,,,,,,,,,,,,,,April 12 HFD,0.0,,,210622_1,I don't see this study in master sheet,,Cardiac_Scan_only,,,,,,,,,,,,,,
210622_2,210622_2,,210622_2,210622_2,,KO,female,Sedentary,HFD,41.4,7/2/2020,,,,,,,,,,,,,,,,,Don't see in the inventory,0.0,,,210622_2,,,Cardiac_Scan_only,,,,,,,,,,,,,,
210719_1,210719_1,,210719_1,210719_1,,KO,female,Sedentary,HFD,32.4,8/19/2020,,,,,,,,,,,,,,,,,Don't see in the inventory,0.0,,,210719-1,,,Cardiac_Scan_only,,,,,,,,,,,,,,
